Population,Field_Year,Generation,Block,Location,Sequence,Left_Or_Right,Donor,Recipient,Plant_ID,Total_Closed_Fruits,Total_Fruits,Tot_Seed_Num_ClosedFt,Mean_Ind_Seed_Mass_mg,Mean_Seeds_per_Fruit,Lifetime_Fecundity,Stem_Biomass,Corolla_Diameter,Corolla_Area,Leaf_Area_mm2,FFD,LFD,fl_duration
Bodega Bay,2022,G1,3,147,417,NA,BB_015,BB_111,5,2,2,7,10.285,3.5,7,NA,17.772,205.354,NA,3/12/22,4/23/22,42
Bodega Bay,2022,G1,3,148,420,NA,BB_141,BB_029,8,1,2,2,3.56,2,4,30.37,25.96,373.237,37.362,3/18/22,4/9/22,22
Bodega Bay,2022,G1,3,149,421,NA,BB_091,BB_139,7,0,0,0,NA,0,0,18.7,26.875,409.78,26.624,3/18/22,5/12/22,55
Bodega Bay,2022,G1,3,149,423,NA,BB_198,BB_138,5,5,5,16,2.96,3.2,16,27.15,25.675,414.792,68.559,3/26/22,4/9/22,14
Bodega Bay,2022,G1,3,149,424,NA,BB_011,BB_056,8,2,2,5,3.148,2.5,5,12.01,25.154,403.09,NA,3/18/22,4/9/22,22
Bodega Bay,2022,G1,3,151,425,NA,BB_125,BB_051,3,1,1,0,NA,0,0,16.28,21.922,288.103,NA,3/26/22,4/2/22,7
Bodega Bay,2022,G1,3,151,426,NA,BB_167,BB_008,7,1,1,0,NA,0,0,16.14,26.273,451.27,35.543,3/12/22,4/2/22,21
Bodega Bay,2022,G1,3,151,428,NA,BB_197,BB_211,2,0,0,0,NA,0,0,NA,19.954,207.402,119.082,5/12/22,5/19/22,7
Bodega Bay,2022,G1,3,152,429,NA,BB_167,BB_114,8,0,0,0,NA,0,0,NA,NA,NA,56.137,NA,NA,NA
Bodega Bay,2022,G1,3,152,430,NA,BB_130,BB_007,1,0,0,0,NA,0,0,NA,NA,NA,17.413,4/29/22,5/12/22,13
Bodega Bay,2022,G1,3,152,431,NA,BB_001,BB_043,5,0,1,0,NA,0,0,23.88,NA,NA,50.551,3/4/22,4/29/22,56
Bodega Bay,2022,G1,3,153,432,NA,BB_215,BB_148,8,1,1,0,NA,0,0,NA,NA,NA,71.557,3/18/22,3/26/22,8
Bodega Bay,2022,G1,3,153,433,NA,BB_055,BB_145,1,3,5,9,4.774444444,3,15,30.42,26.895,490.887,NA,3/26/22,4/9/22,14
Bodega Bay,2022,G1,3,153,434,NA,BB_107,BB_179,7,1,1,0,NA,0,0,9.02,21.609,291.368,81.366,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,154,435,NA,BB_005,BB_166,8,2,2,8,2.74875,4,8,NA,18.866,193.99,32.173,3/12/22,4/9/22,28
Bodega Bay,2022,G1,3,154,436,NA,BB_217,BB_205_A,5,0,0,0,NA,0,0,NA,27.481,478.337,NA,3/18/22,4/9/22,22
Bodega Bay,2022,G1,3,154,437,NA,BB_173,BB_095,2,0,0,0,NA,0,0,NA,NA,NA,35.499,4/23/22,4/23/22,0
Bodega Bay,2022,G1,3,155,438,NA,BB_176,BB_059,6,0,0,0,NA,0,0,11.54,NA,NA,24.097,4/2/22,4/9/22,7
Bodega Bay,2022,G1,3,155,439,NA,BB_171,BB_157,7,2,2,11,3.778,5.5,11,25.3,27.194,429.907,NA,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,155,440,NA,BB_213,BB_147,2,0,1,0,NA,0,0,13.76,21.084,278.613,15.743,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,156,441,NA,BB_188,BB_009,7,4,7,13,1.901904762,3.25,22.75,50.13,30.465,596.81,34.655,3/12/22,4/9/22,28
